Feature,MIC_Value
feature_1001,0.46590654327165043
feature_1002,0.4120711272875505
feature_1003,0.40368675250589875
feature_1004,0.3693911824196319
feature_1005,0.5299635998742368
feature_1006,0.4949741714441471
feature_1007,0.4251117051054187
feature_1008,0.4270121942881251
feature_1009,0.40363155852264404
feature_1010,0.4176789772091319
feature_1011,0.4413693384199799
feature_1012,0.5607734958011489
feature_1013,0.4463035745092953
feature_1014,0.5372900214709005
feature_1015,0.43136524381643
feature_1016,0.4370026407030969
feature_1017,0.5359861743086027
feature_1018,0.4216040881444413
feature_1019,0.43836981408827363
feature_1020,0.46929956922467647
feature_1021,0.4389516487096906
feature_1022,0.47156127707497264
feature_1023,0.36972051668763006
feature_1024,0.5238159410497429
