Feature,MIC_Value
feature_464,0.3191894828280712
feature_465,0.2746474839784923
feature_466,0.21244559719722628
feature_467,0.13592919178120044
feature_468,0.20850685487198514
feature_469,0.14550991086529286
feature_470,0.14792004623188318
feature_471,0.20354462240487026
feature_472,0.14793836519976675
feature_473,0.17949307733728237
feature_474,0.31510480499213334
feature_475,0.19902964414559157
feature_476,0.22678815833818658
feature_477,0.16752832119312483
feature_478,0.2033932112979121
feature_479,0.13078646671856642
feature_480,0.21030745402422546
feature_481,0.23378865218351327
feature_482,0.17994300718851033
feature_483,0.24578114780561178
feature_484,0.15943429650791782
feature_485,0.13961886259485048
feature_486,0.1522356400727985
feature_487,0.17027605260950224
feature_488,0.13380290659066982
feature_489,0.18851252141690186
feature_490,0.19040587248951704
feature_491,0.1774658749908192
feature_492,0.15753768458244388
feature_493,0.19884100528653978
feature_494,0.1732394264471897
feature_495,0.17369778487536183
feature_496,0.198055307898293
feature_497,0.16356544977480478
feature_498,0.1568250205479876
feature_499,0.1420498607717782
feature_500,0.17446305290565464
feature_501,0.26144429827266075
feature_502,0.14966008959544955
feature_503,0.13905790187106798
feature_504,0.1322677079833165
feature_505,0.1799607632703048
feature_506,0.20853286908371912
feature_507,0.1482446530522035
feature_508,0.3071697511018241
feature_509,0.144105214965961
feature_510,0.1786405718469635
feature_511,0.1351474852351273
feature_512,0.20417864665318558
feature_513,0.39586795975234923
feature_514,0.4104709910750162
feature_515,0.28996204005363646
feature_516,0.49569141576926
feature_517,0.405214726522718
feature_518,0.25696421550640286
feature_519,0.3394630993004267
feature_520,0.3821013029440646
feature_521,0.4778504024273129
feature_522,0.23590048874931188
feature_523,0.23971682260666993
feature_524,0.37277499123558144
feature_525,0.4589421078573762
feature_526,0.23988263422847195
feature_527,0.24937316817911973
feature_528,0.3653216088436307
feature_529,0.3026515692010334
feature_530,0.26475156209246553
feature_531,0.22466997751799928
feature_532,0.3022122628943913
feature_533,0.4139315363916659
feature_534,0.3125277022210679
feature_535,0.407699646125893
feature_536,0.253756654456958
feature_537,0.21712021294501954
feature_538,0.3391629471325051
feature_539,0.3004705512969826
feature_540,0.34432250062962855
feature_541,0.4701203516200683
feature_542,0.38938597365504013
feature_543,0.313241819339107
feature_544,0.3072567767560235
feature_545,0.4623172503957948
feature_546,0.36381119823056224
feature_547,0.41165485612859576
feature_548,0.5044676820772631
feature_549,0.40338428924766984
feature_550,0.4385510419559454
feature_551,0.3223267409709016
feature_552,0.23170550450582383
feature_553,0.31241978033198575
feature_554,0.45404972177827346
feature_555,0.3869971276874875
feature_556,0.43028833404684796
feature_557,0.4385028851474947
feature_558,0.42372087002696734
feature_559,0.4259893084839612
feature_560,0.3380860915972354
feature_561,0.32925895764012425
feature_562,0.37040552638797847
feature_563,0.2851673528562575
feature_564,0.3634434140345809
feature_565,0.41219709772538604
feature_566,0.35518824575830554
feature_567,0.31096187625633737
feature_568,0.5783860142020919
feature_569,0.3945016076848896
feature_570,0.3448321372879499
feature_571,0.41384157221889395
feature_572,0.39907927169946183
feature_573,0.3965706132363611
feature_574,0.3745188584509681
feature_575,0.3575791768480565
feature_576,0.39505838505466195
feature_577,0.33070453271308764
feature_578,0.22962804609880547
feature_579,0.5376304158989553
feature_580,0.5270212535493222
feature_581,0.25656266685484996
feature_582,0.32082704468998324
feature_583,0.3233894334086762
feature_584,0.519217657588413
feature_585,0.5054939995193662
feature_586,0.4873277611508022
feature_587,0.36123403028468587
feature_588,0.3380879640696729
feature_589,0.4170024901789025
feature_590,0.46441344232976806
feature_591,0.3053476824211148
feature_592,0.2646310955873505
feature_593,0.3939416761122197
feature_594,0.40434220445317814
feature_595,0.4042129272048671
feature_596,0.2527470048299301
feature_597,0.5095986361780396
feature_598,0.47355800088602884
feature_599,0.4314797210362268
feature_600,0.5231161499865928
feature_601,0.2701167142614091
feature_602,0.48022584489583825
feature_603,0.32691113325725407
feature_604,0.42627646483817316
feature_605,0.4315905710054189
feature_606,0.43281460411917727
feature_607,0.3555558835820217
feature_608,0.2558038845542866
feature_609,0.4030257515664307
feature_610,0.5128343633336339
feature_611,0.44538071370810955
feature_612,0.40558331150632204
feature_613,0.2207551417218758
feature_614,0.2684224098767922
feature_615,0.28687478614314305
feature_616,0.34812017702232334
feature_617,0.42614985482968176
feature_618,0.43216586077378977
feature_619,0.4124914981740397
feature_620,0.21181437319254484
feature_621,0.3621816083819495
feature_622,0.3048412178797089
feature_623,0.45876970685668145
feature_624,0.3540351644382677
feature_625,0.47598053541261215
feature_626,0.43333978904693715
feature_627,0.44244999113128886
feature_628,0.35107195236953403
feature_629,0.558997180163279
feature_630,0.5116156108378881
feature_631,0.3295857418758772
feature_632,0.31509785446755867
feature_633,0.3321232237888988
feature_634,0.4212074771942117
feature_635,0.24848859233911016
feature_636,0.2591972748074994
feature_637,0.4394442019945596
feature_638,0.29177304217540057
feature_639,0.4803504296005824
feature_640,0.3750673774257369
feature_641,0.3783017796954466
feature_642,0.4374737585309523
feature_643,0.38805199467115
feature_644,0.45224579623665556
feature_645,0.1877163168694618
feature_646,0.41724814734821974
feature_647,0.4025988097544959
feature_648,0.31706484951631375
feature_649,0.4276862593726516
feature_650,0.43687365540034023
feature_651,0.5636159261006936
feature_652,0.4756980884797028
feature_653,0.4498677277789777
feature_654,0.4225048807201654
feature_655,0.37228619895050585
feature_656,0.45679550853433454
feature_657,0.40204935813609566
feature_658,0.4288298971090456
feature_659,0.39037897473748673
feature_660,0.36596449101381706
feature_661,0.3515304951560987
feature_662,0.3878176471604638
feature_663,0.44887154091700654
feature_664,0.38755538160437825
feature_665,0.39215248965791916
feature_666,0.29128782971231876
feature_667,0.4601077710088746
feature_668,0.3765104358765751
feature_669,0.5502617675599932
feature_670,0.40668076915128737
feature_671,0.47444656226287524
feature_672,0.3452385573498452
feature_673,0.35076735635451234
feature_674,0.25950368456158746
feature_675,0.39013391638057876
feature_676,0.42004148713020734
feature_677,0.4189757212249297
feature_678,0.4450243010367436
feature_679,0.36832686260621833
feature_680,0.40998691066955045
feature_681,0.4259445693615743
feature_682,0.22911858429264018
feature_683,0.48556728656939446
feature_684,0.28143184149014094
feature_685,0.36461871830573434
feature_686,0.5317744214140571
feature_687,0.35214383655635884
feature_688,0.40696999771639253
feature_689,0.4058847311866707
feature_690,0.3267276059641638
feature_691,0.3425835521212277
feature_692,0.4094155048876971
feature_693,0.3971025177469725
feature_694,0.40889859733558015
feature_695,0.3634067846792035
feature_696,0.22789106629749203
feature_697,0.47650770942803067
feature_698,0.45690142206209805
feature_699,0.3879848308055696
feature_700,0.40903198729815615
feature_701,0.23528983929009242
feature_702,0.38612571684212393
feature_703,0.41901435253454944
feature_704,0.36976378390857007
feature_705,0.40444270177506625
feature_706,0.4196087508342154
feature_707,0.38417196634985196
feature_708,0.5398646395218509
feature_709,0.35178078983259325
feature_710,0.44349030546671525
feature_711,0.22625059261275027
feature_712,0.45832669320285974
feature_713,0.4077299308458947
feature_714,0.41934521153535687
feature_715,0.363894391202925
feature_716,0.5098769399851318
feature_717,0.2497246445748554
feature_718,0.3178844383438005
feature_719,0.3815938526816643
feature_720,0.319337967969277
feature_721,0.4405156941439403
feature_722,0.41159244500304915
feature_723,0.3837426238509448
feature_724,0.41845442202251637
feature_725,0.37636870633299774
feature_726,0.46104454124281535
feature_727,0.4214731191367351
feature_728,0.5125759365038327
feature_729,0.4452197752130174
feature_730,0.5062142205394012
feature_731,0.29831355257044173
feature_732,0.4639710188138351
feature_733,0.4425809576214164
feature_734,0.5368837057724695
feature_735,0.46772030654956753
feature_736,0.4694143535205621
feature_737,0.36941858442245407
feature_738,0.367401099849965
feature_739,0.4362450518040648
feature_740,0.34017785864323286
feature_741,0.36416740673106773
feature_742,0.503234482608494
feature_743,0.45449906675725754
feature_744,0.396461475435571
feature_745,0.3277451848341747
feature_746,0.39297732591036627
feature_747,0.21723790419354727
feature_748,0.3974044880021914
feature_749,0.4387911394750427
feature_750,0.3787600077163534
feature_751,0.3431648254829824
feature_752,0.4336924147959611
feature_753,0.35576338248394
feature_754,0.4027154702368438
feature_755,0.38527968626833864
feature_756,0.39152028962117175
feature_757,0.3940471152605325
feature_758,0.5934493530187726
feature_759,0.46643259548081756
feature_760,0.32169860641741144
feature_761,0.4693884875206968
feature_762,0.3898193468758114
feature_763,0.48842946138757454
feature_764,0.3788320533566359
feature_765,0.3174971232899073
feature_766,0.38796437100275344
feature_767,0.5134313325704297
feature_768,0.4031527960547433
feature_769,0.35914750358398834
feature_770,0.4887549628229995
feature_771,0.4754788846221266
feature_772,0.36772315478384443
feature_773,0.37415927217305256
feature_774,0.4113215325660097
feature_775,0.46757280518090494
feature_776,0.5436475880455808
feature_777,0.4666897953105114
feature_778,0.43870063315661884
feature_779,0.47091143570858246
feature_780,0.4225000482343838
feature_781,0.519721902019936
feature_782,0.3846897243248172
feature_783,0.26466764964691636
feature_784,0.4492839805962453
feature_785,0.43853289835521464
feature_786,0.3865336583898398
feature_787,0.4576732651683923
feature_788,0.37333039922617756
feature_789,0.38093596554247083
feature_790,0.41664853566028875
feature_791,0.5022158507175024
feature_792,0.4833968331796993
feature_793,0.49878429153580817
feature_794,0.44382445844720697
feature_795,0.4124443684206708
feature_796,0.5135986791339533
feature_797,0.42665853209212634
feature_798,0.484846565927372
feature_799,0.4105935489174107
feature_800,0.30564372140493223
feature_801,0.38511382617805473
feature_802,0.4787050627444139
feature_803,0.4304597643402384
feature_804,0.41279704486447066
feature_805,0.35834773964824834
feature_806,0.4464414740528823
feature_807,0.4293141018461373
feature_808,0.48154519323305023
feature_809,0.48994107474066506
feature_810,0.4259402463235999
feature_811,0.3575278802781138
feature_812,0.3674809817669782
feature_813,0.4279798041190477
feature_814,0.4502415839466151
feature_815,0.39120569464876354
feature_816,0.37585167078297493
feature_817,0.3790906274757124
feature_818,0.45291891725387146
feature_819,0.39636351048936475
feature_820,0.28176371679090584
feature_821,0.3996372081186043
feature_822,0.49385365721175534
feature_823,0.3874629649504786
feature_824,0.41921434244150446
feature_825,0.4160330013387786
feature_826,0.46469212325079
feature_827,0.47999313624482
feature_828,0.5557961954297183
feature_829,0.36025411147407294
feature_830,0.43423608501721134
feature_831,0.45516307660675753
feature_832,0.46040253652893043
feature_833,0.38297419691795936
feature_834,0.45301453419536897
feature_835,0.43649145303382436
feature_836,0.36614914610207266
feature_837,0.36941844713187394
feature_838,0.3048583926945468
feature_839,0.3840067669545686
feature_840,0.612382873611738
feature_841,0.44032722426257714
feature_842,0.4250224097925576
feature_843,0.431793908932485
feature_844,0.4067500127199698
feature_845,0.4215006598547083
feature_846,0.45412030081901633
feature_847,0.414735284776606
feature_848,0.46457789261280114
feature_849,0.535274489660718
feature_850,0.49658693805769333
feature_851,0.364513070631884
feature_852,0.3704726579347593
feature_853,0.46529441127598703
feature_854,0.44217289055449444
feature_855,0.5581250395830193
feature_856,0.43345735581131706
feature_857,0.35146509412090504
feature_858,0.4887584144584759
feature_859,0.40230323721486144
feature_860,0.47421931595947553
feature_861,0.39470708481505984
feature_862,0.40520339125453875
feature_863,0.36769285283094966
feature_864,0.35266948834760986
feature_865,0.41721398860085374
feature_866,0.34700998103121505
feature_867,0.41866888430509663
feature_868,0.3944150015107949
feature_869,0.39570315829730834
feature_870,0.4306691999129359
feature_871,0.37449186374158644
feature_872,0.35790234115614195
feature_873,0.47772946932415467
feature_874,0.37484257665891507
feature_875,0.5250736823445568
feature_876,0.4389750466601792
feature_877,0.48939331962852006
feature_878,0.3665876472049838
feature_879,0.40918681716850636
feature_880,0.43602819112339375
feature_881,0.39033885514737376
feature_882,0.34064060582260314
feature_883,0.2767768539554193
feature_884,0.4337502648175858
feature_885,0.4067526905034669
feature_886,0.44590003160034464
feature_887,0.44222212913107484
feature_888,0.4363155957529071
feature_889,0.4628830659561155
feature_890,0.4557170837137089
feature_891,0.30111259107122057
feature_892,0.4919881913831025
feature_893,0.39757327486096383
feature_894,0.46614926958948066
feature_895,0.35799945621633433
feature_896,0.39817278764050335
feature_897,0.34339549263910507
feature_898,0.46673058286462576
feature_899,0.4076444367726899
feature_900,0.4898727595134238
feature_901,0.31114776672647515
feature_902,0.49407820123911134
feature_903,0.4038006325773623
feature_904,0.4334973479470083
feature_905,0.41143942361465263
feature_906,0.341038619264468
feature_907,0.35310681892371204
feature_908,0.3519926999699187
feature_909,0.3914566786052312
feature_910,0.4156061323370688
feature_911,0.5415885444157075
feature_912,0.43202389544034614
feature_913,0.4306715749767164
feature_914,0.4709738874008381
feature_915,0.4604306991196968
feature_916,0.3707261033915074
feature_917,0.3786911592949279
feature_918,0.47268868265577385
feature_919,0.5095835452977462
feature_920,0.37974002153270364
feature_921,0.40574529706155354
feature_922,0.4156439234514552
feature_923,0.37553093201206006
feature_924,0.4147382819665105
feature_925,0.4555104172058578
feature_926,0.4814893810955979
feature_927,0.41578867507092215
feature_928,0.459739081810314
feature_929,0.4470935192501396
feature_930,0.4642856585191239
feature_931,0.33037762001213344
feature_932,0.35841748577799026
feature_933,0.4560233506295732
feature_934,0.42512082439494236
feature_935,0.5402095059797157
feature_936,0.4295381496293079
feature_937,0.37732729086317784
feature_938,0.36268262483077224
feature_939,0.37270674778183754
feature_940,0.3984796833605818
feature_941,0.4189591397447481
feature_942,0.406618059137269
feature_943,0.37412336686722686
feature_944,0.40403307951654427
feature_945,0.44983507232435443
feature_946,0.4539421054849933
feature_947,0.4091722230981447
feature_948,0.4121068845062643
feature_949,0.45190094160468214
feature_950,0.4765972806978429
feature_951,0.41870197634902884
feature_952,0.4070382905555772
feature_953,0.4189065415537598
feature_954,0.3917241023571203
feature_955,0.47644395943338985
feature_956,0.3537470228290858
feature_957,0.38557983913669486
feature_958,0.45894114678415937
feature_959,0.5007679203762153
feature_960,0.49735122338320614
feature_961,0.4264363810447151
feature_962,0.5389813489856118
feature_963,0.4591044905469909
feature_964,0.4059836957031788
feature_965,0.40745384155991216
feature_966,0.4375732021890353
feature_967,0.46568523260876027
feature_968,0.38071128403364085
feature_969,0.4814733997015708
feature_970,0.5340673125396371
feature_971,0.40866992988905904
feature_972,0.4385977377066352
feature_973,0.423581523816412
feature_974,0.4603000145242738
feature_975,0.3656456066229216
feature_976,0.4117738726509704
feature_977,0.43418865078253593
feature_978,0.43439237988777285
feature_979,0.3271051652547286
feature_980,0.4326443373125675
feature_981,0.5040618832807644
feature_982,0.3875159016886687
feature_983,0.316649395128762
feature_984,0.40269825294387374
feature_985,0.42547002310960735
feature_986,0.46714329953777145
feature_987,0.47173320776952354
feature_988,0.40112104445538777
feature_989,0.44266418791043877
feature_990,0.40036202779727803
feature_991,0.4349586516891262
feature_992,0.4302273045532453
feature_993,0.47727481502656594
feature_994,0.45656403588354905
feature_995,0.3360419132423426
feature_996,0.4512321657693445
feature_997,0.4213043697390564
feature_998,0.4096030998071321
feature_999,0.41936421618184067
feature_1000,0.40324600281636475
